Source,Target,Weight
Peru,Nicaragua,1
Peru,Chile,3
Peru,Lebanon,2
Nicaragua,Chile,1
Nicaragua,Venezuela,1
Nicaragua,Brazil,2
Nicaragua,Lebanon,2
Nicaragua,Ecuador,1
Chile,Venezuela,2
Chile,Brazil,1
Chile,Lebanon,1
Chile,Ecuador,1
Venezuela,Lebanon,2
Brazil,Lebanon,4
Lebanon,Ecuador,1
Colombia,El Salvador,6
Colombia,Guatemala,8
Colombia,Philippines,4
Colombia,Sri Lanka,2
Peru,El Salvador,2
Peru,Guatemala,3
Peru,Honduras,1
Peru,Philippines,2
Peru,Sri Lanka,1
El Salvador,Brazil,4
El Salvador,Philippines,3
El Salvador,Sri Lanka,2
El Salvador,Bolivia,3
Guatemala,Brazil,3
Guatemala,Philippines,3
Guatemala,Sri Lanka,2
Guatemala,Bolivia,2
Honduras,Brazil,2
Honduras,Philippines,2
Honduras,Sri Lanka,2
Honduras,Bolivia,1
Brazil,Philippines,2
Brazil,Sri Lanka,2
Philippines,Sri Lanka,2
Philippines,Bolivia,1
Sri Lanka,Bolivia,1
United States,Chile,1
United States,Venezuela,2
United States,Russia,4
United States,Canada,6
United States,Angola,1
United States,Nepal,1
United States,Zimbabwe,2
United States,Uganda,1
United States,Poland,2
United States,Fiji,1
Chile,Russia,1
Chile,Canada,1
Chile,Angola,1
Chile,Nepal,1
Chile,Zimbabwe,1
Chile,Uganda,1
Chile,Poland,1
Chile,Fiji,1
Venezuela,Russia,2
Venezuela,Canada,2
Venezuela,Angola,1
Venezuela,Nepal,2
Venezuela,Zimbabwe,2
Venezuela,Uganda,1
Venezuela,Poland,1
Venezuela,Fiji,1
Russia,Canada,5
Russia,Angola,2
Russia,Nepal,1
Russia,Zimbabwe,3
Russia,Uganda,2
Russia,Poland,2
Russia,Fiji,1
Canada,Angola,2
Canada,Nepal,1
Canada,Zimbabwe,3
Canada,Uganda,1
Canada,Poland,2
Canada,Fiji,1
Angola,Nepal,1
Angola,Zimbabwe,2
Angola,Uganda,1
Angola,Poland,1
Angola,Fiji,1
Nepal,Zimbabwe,1
Nepal,Uganda,1
Nepal,Poland,1
Nepal,Fiji,1
Zimbabwe,Uganda,1
Zimbabwe,Poland,1
Zimbabwe,Fiji,1
Uganda,Poland,1
Uganda,Fiji,1
Poland,Fiji,1
Colombia,Chad,2
Colombia,France,2
Colombia,Algeria,2
Colombia,Russia,3
Colombia,India,3
Colombia,Guinea,1
Colombia,Sierra Leone,1
Colombia,Sudan,2
Colombia,Burundi,1
Colombia,Uganda,1
Peru,Chad,1
Peru,France,1
Peru,Algeria,1
Peru,Russia,1
Peru,India,1
Peru,Guinea,1
Peru,Sierra Leone,1
Peru,Sudan,1
Peru,Burundi,1
Peru,Uganda,1
Chad,France,2
Chad,Algeria,2
Chad,Russia,3
Chad,India,2
Chad,Guinea,1
Chad,Sierra Leone,1
Chad,Sudan,2
Chad,Philippines,3
Chad,Burundi,1
Chad,Uganda,1
France,Algeria,1
France,Russia,4
France,India,2
France,Guinea,1
France,Sierra Leone,1
France,Sudan,2
France,Philippines,2
France,Burundi,1
France,Uganda,1
Algeria,Russia,2
Algeria,India,2
Algeria,Guinea,1
Algeria,Sierra Leone,1
Algeria,Sudan,2
Algeria,Philippines,2
Algeria,Burundi,1
Algeria,Uganda,1
Russia,India,3
Russia,Guinea,1
Russia,Sierra Leone,1
Russia,Sudan,2
Russia,Philippines,3
Russia,Burundi,1
India,Guinea,1
India,Sierra Leone,1
India,Sudan,2
India,Philippines,2
India,Burundi,1
India,Uganda,1
Guinea,Sierra Leone,1
Guinea,Sudan,1
Guinea,Philippines,1
Guinea,Burundi,1
Guinea,Uganda,1
Sierra Leone,Sudan,1
Sierra Leone,Philippines,1
Sierra Leone,Burundi,1
Sierra Leone,Uganda,1
Sudan,Philippines,2
Sudan,Burundi,1
Sudan,Uganda,1
Philippines,Burundi,1
Philippines,Uganda,1
Burundi,Uganda,1
Chile,Bolivia,1
Colombia,Turkey,3
Colombia,Democratic Republic of the Congo,1
Colombia,Iraq,1
Colombia,South Africa,2
Colombia,Pakistan,1
Colombia,Canada,2
Colombia,Syria,1
Colombia,Indonesia,1
Colombia,Angola,1
Colombia,Israel,1
Colombia,Afghanistan,1
Colombia,West Bank and Gaza Strip,1
Colombia,Zimbabwe,2
Colombia,Nigeria,1
Colombia,Guyana,1
Colombia,Costa Rica,1
Colombia,Laos,1
Colombia,Kosovo,1
Colombia,Cambodia,1
Colombia,Jamaica,2
Colombia,Somalia,1
Colombia,Haiti,1
Colombia,Tajikistan,1
Colombia,Bangladesh,1
Colombia,Thailand,1
Colombia,Kazakhstan,1
Colombia,Mozambique,1
Colombia,Georgia,1
Colombia,Central African Republic,1
Colombia,Ukraine,1
Colombia,Turkmenistan,1
Colombia,Tanzania,2
Colombia,Yemen,1
Nicaragua,Chad,1
Nicaragua,Argentina,1
Nicaragua,Algeria,1
Nicaragua,Mexico,2
Nicaragua,Russia,1
Nicaragua,Turkey,1
Nicaragua,Democratic Republic of the Congo,1
Nicaragua,Iraq,1
Nicaragua,India,1
Nicaragua,South Africa,1
Nicaragua,Pakistan,1
Nicaragua,Sudan,1
Nicaragua,Canada,1
Nicaragua,Philippines,1
Nicaragua,Syria,1
Nicaragua,Indonesia,1
Nicaragua,Angola,1
Nicaragua,Israel,1
Nicaragua,Afghanistan,1
Nicaragua,Sri Lanka,1
Nicaragua,West Bank and Gaza Strip,1
Nicaragua,Zimbabwe,1
Nicaragua,Nigeria,1
Nicaragua,Guyana,1
Nicaragua,Laos,1
Nicaragua,Kosovo,1
Nicaragua,Cambodia,1
Nicaragua,Jamaica,1
Nicaragua,Somalia,1
Nicaragua,Haiti,1
Nicaragua,Tajikistan,1
Nicaragua,Bangladesh,1
Nicaragua,Thailand,1
Nicaragua,Kazakhstan,1
Nicaragua,Mozambique,1
Nicaragua,Georgia,1
Nicaragua,Central African Republic,1
Nicaragua,Ukraine,1
Nicaragua,Turkmenistan,1
Nicaragua,Tanzania,1
Nicaragua,Yemen,1
El Salvador,Chad,1
El Salvador,Argentina,2
El Salvador,Algeria,1
El Salvador,Mexico,1
El Salvador,Russia,2
El Salvador,Turkey,3
El Salvador,Democratic Republic of the Congo,1
El Salvador,Iraq,1
El Salvador,India,2
El Salvador,South Africa,2
El Salvador,Pakistan,1
El Salvador,Sudan,1
El Salvador,Canada,2
El Salvador,Syria,1
El Salvador,Indonesia,1
El Salvador,Angola,1
El Salvador,Lebanon,2
El Salvador,Israel,1
El Salvador,Afghanistan,1
El Salvador,West Bank and Gaza Strip,1
El Salvador,Zimbabwe,2
El Salvador,Nigeria,1
El Salvador,Guyana,1
El Salvador,Laos,1
El Salvador,Kosovo,1
El Salvador,Cambodia,1
El Salvador,Jamaica,2
El Salvador,Somalia,1
El Salvador,Haiti,1
El Salvador,Tajikistan,1
El Salvador,Bangladesh,1
El Salvador,Thailand,1
El Salvador,Kazakhstan,1
El Salvador,Mozambique,1
El Salvador,Georgia,1
El Salvador,Central African Republic,1
El Salvador,Ukraine,1
El Salvador,Turkmenistan,1
El Salvador,Tanzania,2
El Salvador,Yemen,1
Guatemala,Chad,1
Guatemala,Argentina,1
Guatemala,Algeria,1
Guatemala,Mexico,2
Guatemala,Russia,1
Guatemala,Turkey,4
Guatemala,Democratic Republic of the Congo,1
Guatemala,Iraq,1
Guatemala,India,1
Guatemala,South Africa,1
Guatemala,Pakistan,1
Guatemala,Sudan,1
Guatemala,Canada,2
Guatemala,Syria,1
Guatemala,Indonesia,1
Guatemala,Angola,1
Guatemala,Lebanon,3
Guatemala,Israel,1
Guatemala,Afghanistan,1
Guatemala,West Bank and Gaza Strip,1
Guatemala,Zimbabwe,1
Guatemala,Nigeria,1
Guatemala,Guyana,1
Guatemala,Laos,1
Guatemala,Kosovo,1
Guatemala,Cambodia,1
Guatemala,Jamaica,1
Guatemala,Somalia,1
Guatemala,Haiti,1
Guatemala,Tajikistan,1
Guatemala,Bangladesh,1
Guatemala,Thailand,1
Guatemala,Kazakhstan,1
Guatemala,Mozambique,1
Guatemala,Georgia,1
Guatemala,Central African Republic,1
Guatemala,Ukraine,1
Guatemala,Turkmenistan,1
Guatemala,Tanzania,2
Guatemala,Yemen,1
Chad,Argentina,1
Chad,Mexico,1
Chad,Honduras,1
Chad,Brazil,1
Chad,Turkey,1
Chad,Democratic Republic of the Congo,1
Chad,Iraq,1
Chad,South Africa,1
Chad,Pakistan,1
Chad,Canada,2
Chad,Syria,1
Chad,Indonesia,2
Chad,Angola,1
Chad,Lebanon,1
Chad,Israel,1
Chad,Afghanistan,1
Chad,Sri Lanka,1
Chad,West Bank and Gaza Strip,1
Chad,Zimbabwe,1
Chad,Nigeria,1
Chad,Guyana,1
Chad,Costa Rica,1
Chad,Laos,1
Chad,Kosovo,1
Chad,Cambodia,1
Chad,Jamaica,1
Chad,Somalia,1
Chad,Haiti,1
Chad,Tajikistan,2
Chad,Bangladesh,1
Chad,Thailand,2
Chad,Kazakhstan,1
Chad,Mozambique,1
Chad,Georgia,1
Chad,Central African Republic,1
Chad,Ukraine,1
Chad,Turkmenistan,1
Chad,Tanzania,1
Chad,Yemen,1
Argentina,Algeria,1
Argentina,Honduras,1
Argentina,Russia,3
Argentina,Turkey,1
Argentina,Democratic Republic of the Congo,1
Argentina,Iraq,1
Argentina,India,2
Argentina,South Africa,2
Argentina,Pakistan,1
Argentina,Sudan,2
Argentina,Canada,4
Argentina,Philippines,1
Argentina,Syria,1
Argentina,Indonesia,1
Argentina,Angola,1
Argentina,Lebanon,2
Argentina,Israel,2
Argentina,Afghanistan,1
Argentina,Sri Lanka,1
Argentina,West Bank and Gaza Strip,1
Argentina,Zimbabwe,2
Argentina,Nigeria,1
Argentina,Guyana,1
Argentina,Costa Rica,1
Argentina,Laos,1
Argentina,Kosovo,1
Argentina,Cambodia,2
Argentina,Jamaica,2
Argentina,Somalia,1
Argentina,Haiti,1
Argentina,Tajikistan,1
Argentina,Bangladesh,1
Argentina,Thailand,2
Argentina,Kazakhstan,1
Argentina,Mozambique,1
Argentina,Georgia,1
Argentina,Central African Republic,1
Argentina,Ukraine,1
Argentina,Turkmenistan,1
Argentina,Tanzania,1
Argentina,Yemen,1
Algeria,Mexico,1
Algeria,Honduras,1
Algeria,Brazil,1
Algeria,Turkey,1
Algeria,Democratic Republic of the Congo,1
Algeria,Iraq,1
Algeria,South Africa,1
Algeria,Pakistan,1
Algeria,Canada,1
Algeria,Syria,1
Algeria,Indonesia,1
Algeria,Angola,1
Algeria,Lebanon,1
Algeria,Israel,1
Algeria,Afghanistan,1
Algeria,Sri Lanka,1
Algeria,West Bank and Gaza Strip,1
Algeria,Zimbabwe,1
Algeria,Nigeria,1
Algeria,Guyana,1
Algeria,Costa Rica,1
Algeria,Laos,1
Algeria,Kosovo,1
Algeria,Cambodia,1
Algeria,Jamaica,1
Algeria,Somalia,1
Algeria,Haiti,1
Algeria,Tajikistan,1
Algeria,Bangladesh,1
Algeria,Thailand,1
Algeria,Kazakhstan,1
Algeria,Mozambique,1
Algeria,Georgia,1
Algeria,Central African Republic,1
Algeria,Ukraine,1
Algeria,Turkmenistan,1
Algeria,Tanzania,1
Algeria,Yemen,1
Mexico,Honduras,2
Mexico,Russia,1
Mexico,Turkey,1
Mexico,Democratic Republic of the Congo,1
Mexico,Iraq,1
Mexico,India,1
Mexico,South Africa,1
Mexico,Pakistan,1
Mexico,Sudan,1
Mexico,Canada,1
Mexico,Philippines,1
Mexico,Syria,1
Mexico,Indonesia,1
Mexico,Angola,1
Mexico,Lebanon,1
Mexico,Israel,1
Mexico,Afghanistan,1
Mexico,Sri Lanka,1
Mexico,West Bank and Gaza Strip,1
Mexico,Zimbabwe,1
Mexico,Nigeria,1
Mexico,Guyana,1
Mexico,Costa Rica,1
Mexico,Laos,1
Mexico,Kosovo,1
Mexico,Cambodia,1
Mexico,Jamaica,1
Mexico,Somalia,1
Mexico,Haiti,1
Mexico,Tajikistan,1
Mexico,Bangladesh,1
Mexico,Thailand,1
Mexico,Kazakhstan,1
Mexico,Mozambique,1
Mexico,Georgia,1
Mexico,Central African Republic,1
Mexico,Ukraine,1
Mexico,Turkmenistan,1
Mexico,Tanzania,1
Mexico,Yemen,1
Honduras,Russia,1
Honduras,Turkey,1
Honduras,Democratic Republic of the Congo,1
Honduras,Iraq,1
Honduras,India,1
Honduras,South Africa,1
Honduras,Pakistan,1
Honduras,Sudan,1
Honduras,Canada,1
Honduras,Syria,1
Honduras,Indonesia,1
Honduras,Angola,1
Honduras,Lebanon,1
Honduras,Israel,1
Honduras,Afghanistan,1
Honduras,West Bank and Gaza Strip,1
Honduras,Zimbabwe,1
Honduras,Nigeria,1
Honduras,Guyana,1
Honduras,Laos,1
Honduras,Kosovo,1
Honduras,Cambodia,1
Honduras,Jamaica,1
Honduras,Somalia,1
Honduras,Haiti,1
Honduras,Tajikistan,1
Honduras,Bangladesh,1
Honduras,Thailand,1
Honduras,Kazakhstan,1
Honduras,Mozambique,1
Honduras,Georgia,1
Honduras,Central African Republic,1
Honduras,Ukraine,1
Honduras,Turkmenistan,1
Honduras,Tanzania,1
Honduras,Yemen,1
Brazil,Russia,3
Brazil,Turkey,2
Brazil,Democratic Republic of the Congo,1
Brazil,Iraq,1
Brazil,India,2
Brazil,South Africa,2
Brazil,Pakistan,1
Brazil,Sudan,2
Brazil,Canada,4
Brazil,Syria,1
Brazil,Indonesia,1
Brazil,Angola,1
Brazil,Israel,2
Brazil,Afghanistan,1
Brazil,West Bank and Gaza Strip,1
Brazil,Zimbabwe,2
Brazil,Nigeria,1
Brazil,Guyana,1
Brazil,Costa Rica,1
Brazil,Laos,1
Brazil,Kosovo,1
Brazil,Cambodia,2
Brazil,Jamaica,2
Brazil,Somalia,1
Brazil,Haiti,1
Brazil,Tajikistan,1
Brazil,Bangladesh,1
Brazil,Thailand,2
Brazil,Kazakhstan,1
Brazil,Mozambique,1
Brazil,Georgia,1
Brazil,Central African Republic,1
Brazil,Ukraine,1
Brazil,Turkmenistan,1
Brazil,Tanzania,2
Brazil,Yemen,1
Russia,Turkey,1
Russia,Democratic Republic of the Congo,1
Russia,Iraq,1
Russia,South Africa,2
Russia,Pakistan,1
Russia,Syria,1
Russia,Indonesia,2
Russia,Lebanon,1
Russia,Israel,1
Russia,Afghanistan,1
Russia,Sri Lanka,1
Russia,West Bank and Gaza Strip,1
Russia,Nigeria,1
Russia,Guyana,1
Russia,Costa Rica,1
Russia,Laos,1
Russia,Kosovo,1
Russia,Cambodia,1
Russia,Jamaica,2
Russia,Somalia,1
Russia,Haiti,1
Russia,Tajikistan,2
Russia,Bangladesh,1
Russia,Thailand,2
Russia,Kazakhstan,1
Russia,Mozambique,1
Russia,Georgia,1
Russia,Central African Republic,1
Russia,Ukraine,1
Russia,Turkmenistan,1
Russia,Tanzania,1
Russia,Yemen,1
Turkey,Democratic Republic of the Congo,1
Turkey,Iraq,1
Turkey,India,1
Turkey,South Africa,1
Turkey,Pakistan,1
Turkey,Sudan,1
Turkey,Canada,2
Turkey,Philippines,1
Turkey,Syria,1
Turkey,Indonesia,1
Turkey,Angola,1
Turkey,Lebanon,3
Turkey,Israel,1
Turkey,Afghanistan,1
Turkey,Sri Lanka,1
Turkey,West Bank and Gaza Strip,1
Turkey,Zimbabwe,1
Turkey,Nigeria,1
Turkey,Guyana,1
Turkey,Costa Rica,1
Turkey,Laos,1
Turkey,Kosovo,1
Turkey,Cambodia,1
Turkey,Jamaica,1
Turkey,Somalia,1
Turkey,Haiti,1
Turkey,Tajikistan,1
Turkey,Bangladesh,1
Turkey,Thailand,1
Turkey,Kazakhstan,1
Turkey,Mozambique,1
Turkey,Georgia,1
Turkey,Central African Republic,1
Turkey,Ukraine,1
Turkey,Turkmenistan,1
Turkey,Tanzania,2
Turkey,Yemen,1
Democratic Republic of the Congo,Iraq,1
Democratic Republic of the Congo,India,1
Democratic Republic of the Congo,South Africa,1
Democratic Republic of the Congo,Pakistan,1
Democratic Republic of the Congo,Sudan,1
Democratic Republic of the Congo,Canada,1
Democratic Republic of the Congo,Philippines,1
Democratic Republic of the Congo,Syria,1
Democratic Republic of the Congo,Indonesia,1
Democratic Republic of the Congo,Angola,1
Democratic Republic of the Congo,Lebanon,1
Democratic Republic of the Congo,Israel,1
Democratic Republic of the Congo,Afghanistan,1
Democratic Republic of the Congo,Sri Lanka,1
Democratic Republic of the Congo,West Bank and Gaza Strip,1
Democratic Republic of the Congo,Zimbabwe,1
Democratic Republic of the Congo,Nigeria,1
Democratic Republic of the Congo,Guyana,1
Democratic Republic of the Congo,Costa Rica,1
Democratic Republic of the Congo,Laos,1
Democratic Republic of the Congo,Kosovo,1
Democratic Republic of the Congo,Cambodia,1
Democratic Republic of the Congo,Jamaica,1
Democratic Republic of the Congo,Somalia,1
Democratic Republic of the Congo,Haiti,1
Democratic Republic of the Congo,Tajikistan,1
Democratic Republic of the Congo,Bangladesh,1
Democratic Republic of the Congo,Thailand,1
Democratic Republic of the Congo,Kazakhstan,1
Democratic Republic of the Congo,Mozambique,1
Democratic Republic of the Congo,Georgia,1
Democratic Republic of the Congo,Central African Republic,1
Democratic Republic of the Congo,Ukraine,1
Democratic Republic of the Congo,Turkmenistan,1
Democratic Republic of the Congo,Tanzania,1
Democratic Republic of the Congo,Yemen,1
Iraq,India,1
Iraq,South Africa,1
Iraq,Pakistan,1
Iraq,Sudan,1
Iraq,Canada,1
Iraq,Philippines,1
Iraq,Syria,1
Iraq,Indonesia,1
Iraq,Angola,1
Iraq,Lebanon,1
Iraq,Israel,1
Iraq,Afghanistan,1
Iraq,Sri Lanka,1
Iraq,West Bank and Gaza Strip,1
Iraq,Zimbabwe,1
Iraq,Nigeria,1
Iraq,Guyana,1
Iraq,Costa Rica,1
Iraq,Laos,1
Iraq,Kosovo,1
Iraq,Cambodia,1
Iraq,Jamaica,1
Iraq,Somalia,1
Iraq,Haiti,1
Iraq,Tajikistan,1
Iraq,Bangladesh,1
Iraq,Thailand,1
Iraq,Kazakhstan,1
Iraq,Mozambique,1
Iraq,Georgia,1
Iraq,Central African Republic,1
Iraq,Ukraine,1
Iraq,Turkmenistan,1
Iraq,Tanzania,1
Iraq,Yemen,1
India,South Africa,2
India,Pakistan,1
India,Canada,2
India,Syria,1
India,Indonesia,1
India,Angola,1
India,Lebanon,1
India,Israel,1
India,Afghanistan,1
India,Sri Lanka,1
India,West Bank and Gaza Strip,1
India,Zimbabwe,2
India,Nigeria,1
India,Guyana,1
India,Costa Rica,1
India,Laos,1
India,Kosovo,1
India,Cambodia,1
India,Jamaica,2
India,Somalia,1
India,Haiti,1
India,Tajikistan,1
India,Bangladesh,1
India,Thailand,1
India,Kazakhstan,1
India,Mozambique,1
India,Georgia,1
India,Central African Republic,1
India,Ukraine,1
India,Turkmenistan,1
India,Tanzania,1
India,Yemen,1
South Africa,Pakistan,1
South Africa,Sudan,1
South Africa,Canada,2
South Africa,Philippines,1
South Africa,Syria,1
South Africa,Indonesia,1
South Africa,Angola,1
South Africa,Lebanon,1
South Africa,Israel,1
South Africa,Afghanistan,1
South Africa,Sri Lanka,1
South Africa,West Bank and Gaza Strip,1
South Africa,Zimbabwe,2
South Africa,Nigeria,1
South Africa,Guyana,1
South Africa,Costa Rica,1
South Africa,Laos,1
South Africa,Kosovo,1
South Africa,Cambodia,1
South Africa,Jamaica,2
South Africa,Somalia,1
South Africa,Haiti,1
South Africa,Tajikistan,1
South Africa,Bangladesh,1
South Africa,Thailand,1
South Africa,Kazakhstan,1
South Africa,Mozambique,1
South Africa,Georgia,1
South Africa,Central African Republic,1
South Africa,Ukraine,1
South Africa,Turkmenistan,1
South Africa,Tanzania,1
South Africa,Yemen,1
Pakistan,Sudan,1
Pakistan,Canada,1
Pakistan,Philippines,1
Pakistan,Syria,1
Pakistan,Indonesia,1
Pakistan,Angola,1
Pakistan,Lebanon,1
Pakistan,Israel,1
Pakistan,Afghanistan,1
Pakistan,Sri Lanka,1
Pakistan,West Bank and Gaza Strip,1
Pakistan,Zimbabwe,1
Pakistan,Nigeria,1
Pakistan,Guyana,1
Pakistan,Costa Rica,1
Pakistan,Laos,1
Pakistan,Kosovo,1
Pakistan,Cambodia,1
Pakistan,Jamaica,1
Pakistan,Somalia,1
Pakistan,Haiti,1
Pakistan,Tajikistan,1
Pakistan,Bangladesh,1
Pakistan,Thailand,1
Pakistan,Kazakhstan,1
Pakistan,Mozambique,1
Pakistan,Georgia,1
Pakistan,Central African Republic,1
Pakistan,Ukraine,1
Pakistan,Turkmenistan,1
Pakistan,Tanzania,1
Pakistan,Yemen,1
Sudan,Canada,2
Sudan,Syria,1
Sudan,Indonesia,1
Sudan,Angola,1
Sudan,Lebanon,2
Sudan,Israel,2
Sudan,Afghanistan,1
Sudan,Sri Lanka,1
Sudan,West Bank and Gaza Strip,1
Sudan,Zimbabwe,1
Sudan,Nigeria,1
Sudan,Guyana,1
Sudan,Costa Rica,1
Sudan,Laos,1
Sudan,Kosovo,1
Sudan,Cambodia,2
Sudan,Jamaica,1
Sudan,Somalia,1
Sudan,Haiti,1
Sudan,Tajikistan,1
Sudan,Bangladesh,1
Sudan,Thailand,2
Sudan,Kazakhstan,1
Sudan,Mozambique,1
Sudan,Georgia,1
Sudan,Central African Republic,1
Sudan,Ukraine,1
Sudan,Turkmenistan,1
Sudan,Tanzania,1
Sudan,Yemen,1
Canada,Philippines,2
Canada,Syria,1
Canada,Indonesia,2
Canada,Lebanon,3
Canada,Israel,2
Canada,Afghanistan,1
Canada,Sri Lanka,1
Canada,West Bank and Gaza Strip,1
Canada,Nigeria,1
Canada,Guyana,1
Canada,Costa Rica,1
Canada,Laos,1
Canada,Kosovo,1
Canada,Cambodia,2
Canada,Jamaica,2
Canada,Somalia,1
Canada,Haiti,1
Canada,Tajikistan,2
Canada,Bangladesh,1
Canada,Thailand,3
Canada,Kazakhstan,1
Canada,Mozambique,1
Canada,Georgia,1
Canada,Central African Republic,1
Canada,Ukraine,1
Canada,Turkmenistan,1
Canada,Tanzania,1
Canada,Yemen,1
Philippines,Syria,1
Philippines,Indonesia,2
Philippines,Angola,1
Philippines,Lebanon,1
Philippines,Israel,1
Philippines,Afghanistan,1
Philippines,West Bank and Gaza Strip,1
Philippines,Zimbabwe,1
Philippines,Nigeria,1
Philippines,Guyana,1
Philippines,Costa Rica,1
Philippines,Laos,1
Philippines,Kosovo,1
Philippines,Cambodia,1
Philippines,Jamaica,1
Philippines,Somalia,1
Philippines,Haiti,1
Philippines,Tajikistan,2
Philippines,Bangladesh,1
Philippines,Thailand,2
Philippines,Kazakhstan,1
Philippines,Mozambique,1
Philippines,Georgia,1
Philippines,Central African Republic,1
Philippines,Ukraine,1
Philippines,Turkmenistan,1
Philippines,Tanzania,1
Philippines,Yemen,1
Syria,Indonesia,1
Syria,Angola,1
Syria,Lebanon,1
Syria,Israel,1
Syria,Afghanistan,1
Syria,Sri Lanka,1
Syria,West Bank and Gaza Strip,1
Syria,Zimbabwe,1
Syria,Nigeria,1
Syria,Guyana,1
Syria,Costa Rica,1
Syria,Laos,1
Syria,Kosovo,1
Syria,Cambodia,1
Syria,Jamaica,1
Syria,Somalia,1
Syria,Haiti,1
Syria,Tajikistan,1
Syria,Bangladesh,1
Syria,Thailand,1
Syria,Kazakhstan,1
Syria,Mozambique,1
Syria,Georgia,1
Syria,Central African Republic,1
Syria,Ukraine,1
Syria,Turkmenistan,1
Syria,Tanzania,1
Syria,Yemen,1
Indonesia,Angola,1
Indonesia,Lebanon,1
Indonesia,Israel,1
Indonesia,Afghanistan,1
Indonesia,Sri Lanka,1
Indonesia,West Bank and Gaza Strip,1
Indonesia,Zimbabwe,1
Indonesia,Nigeria,1
Indonesia,Guyana,1
Indonesia,Costa Rica,1
Indonesia,Laos,1
Indonesia,Kosovo,1
Indonesia,Cambodia,1
Indonesia,Jamaica,1
Indonesia,Somalia,1
Indonesia,Haiti,1
Indonesia,Tajikistan,2
Indonesia,Bangladesh,1
Indonesia,Thailand,2
Indonesia,Kazakhstan,1
Indonesia,Mozambique,1
Indonesia,Georgia,1
Indonesia,Central African Republic,1
Indonesia,Ukraine,1
Indonesia,Turkmenistan,1
Indonesia,Tanzania,1
Indonesia,Yemen,1
Angola,Lebanon,1
Angola,Israel,1
Angola,Afghanistan,1
Angola,Sri Lanka,1
Angola,West Bank and Gaza Strip,1
Angola,Nigeria,1
Angola,Guyana,1
Angola,Costa Rica,1
Angola,Laos,1
Angola,Kosovo,1
Angola,Cambodia,1
Angola,Jamaica,1
Angola,Somalia,1
Angola,Haiti,1
Angola,Tajikistan,1
Angola,Bangladesh,1
Angola,Thailand,1
Angola,Kazakhstan,1
Angola,Mozambique,1
Angola,Georgia,1
Angola,Central African Republic,1
Angola,Ukraine,1
Angola,Turkmenistan,1
Angola,Tanzania,1
Angola,Yemen,1
Lebanon,Israel,2
Lebanon,Afghanistan,1
Lebanon,Sri Lanka,1
Lebanon,West Bank and Gaza Strip,1
Lebanon,Zimbabwe,1
Lebanon,Nigeria,1
Lebanon,Guyana,1
Lebanon,Costa Rica,1
Lebanon,Laos,1
Lebanon,Kosovo,1
